ID_Cliente,Abandono,Genero,Adulto_Mayor,Socio,Dependientes,Meses_Permanencia,Servicio_Telefonico,Lineas_Multiples,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cuentas_Diarias,Cargos_Totales,Total_Servicios
0883-EIBTI,1.0,Femenino,0,0,0,2,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,19.5,0.65,31.55,0.0
0885-HMGPY,0.0,Masculino,0,0,0,62,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Bienal,0,Transferencia Bancaria,69.4,2.3133333333333335,4237.5,0.0
0886-QGENL,1.0,Femenino,1,1,0,27,1,No,Fibra Óptica,Yes,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,101.25,3.375,2754.45,0.0
0887-HJGAR,1.0,Masculino,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Mensual,1,Cheque por Correo,45.7,1.5233333333333334,45.7,0.0
0887-WBJVH,0.0,Femenino,0,1,0,53,1,No,Fibra Óptica,No,No,No,Yes,Yes,Yes,Anual,1,Cheque Electrónico,93.45,3.115,4872.2,0.0
0895-DQHEW,1.0,Masculino,0,1,0,54,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,104.3,3.4766666666666666,5278.15,0.0
0895-LMRSF,0.0,Masculino,0,0,0,23,1,No,DSL,No,No,No,No,Yes,Yes,Anual,1,Transferencia Bancaria,64.9,2.1633333333333336,1509.8,0.0
0895-LNKRC,0.0,Masculino,0,1,1,6,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Cheque por Correo,19.45,0.6483333333333333,113.5,0.0
0895-UADGO,0.0,Masculino,0,0,1,8,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,Bienal,1,Cheque por Correo,44.55,1.4849999999999999,343.45,0.0
0897-FEGMU,1.0,Femenino,0,1,0,11,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,99.5,3.316666666666667,1056.95,0.0
0898-XCGTF,0.0,Masculino,0,1,0,61,1,Yes,Fibra Óptica,No,No,No,No,Yes,Yes,Anual,1,Transferencia Bancaria,96.5,3.216666666666667,5673.7,0.0
0899-LIIBW,0.0,Masculino,0,1,0,34,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,0,Cheque Electrónico,100.85,3.3616666666666664,3527.3,0.0
0899-WZRSD,0.0,Masculino,0,0,0,56,1,Yes,Fibra Óptica,Yes,No,No,Yes,Yes,Yes,Mensual,1,Cheque por Correo,105.35,3.5116666666666663,5794.45,0.0
0902-RFHOF,0.0,Masculino,0,0,0,38,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Cheque por Correo,20.1,0.67,730.1,0.0
0902-XKXPN,0.0,Masculino,0,1,1,69,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,20.2,0.6733333333333333,1376.5,0.0
0906-QVPMS,0.0,Masculino,0,1,0,72,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Transferencia Bancaria,115.15,3.8383333333333334,8349.45,0.0
0907-HQNTS,0.0,Femenino,1,1,0,70,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,1,Tarjeta de Crédito,113.0,3.7666666666666666,7987.6,0.0
0909-SDHNU,0.0,Femenino,0,0,1,7,0,No phone service,DSL,Yes,No,No,No,No,No,Mensual,0,Cheque por Correo,29.8,0.9933333333333334,201.95,0.0
0909-SELIE,0.0,Masculino,0,1,0,61,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Bienal,1,Transferencia Bancaria,80.8,2.6933333333333334,4860.85,0.0
0910-AJOHQ,,Femenino,0,0,0,64,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,1,Transferencia Bancaria,115.1,3.8366666666666664,7334.05,0.0
0913-XWSCN,0.0,Masculino,0,1,1,55,1,Yes,Fibra Óptica,No,No,No,No,No,Yes,Mensual,0,Transferencia Bancaria,85.5,2.85,4713.4,0.0
0916-KNFAJ,0.0,Masculino,0,1,0,61,1,Yes,DSL,Yes,No,Yes,No,No,Yes,Bienal,1,Cheque por Correo,69.9,2.33,4226.7,0.0
0916-QOFDP,0.0,Femenino,1,1,1,14,1,Yes,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,95.8,3.1933333333333334,1346.3,0.0
0917-EZOLA,1.0,Masculino,1,1,0,72,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Bienal,1,Transferencia Bancaria,104.15,3.4716666666666667,7689.95,0.0
0921-OHLVP,0.0,Masculino,0,0,0,22,1,Yes,Fibra Óptica,No,No,No,No,No,Yes,Mensual,0,Cheque Electrónico,83.05,2.768333333333333,1799.3,0.0
0923-PNFUB,1.0,Femenino,0,0,0,3,1,No,Fibra Óptica,No,Yes,No,No,Yes,No,Mensual,0,Cheque Electrónico,83.75,2.7916666666666665,247.25,0.0
0924-BJCRC,0.0,Femenino,1,1,0,60,1,Yes,Fibra Óptica,No,Yes,No,No,No,Yes,Mensual,0,Cheque Electrónico,89.45,2.981666666666667,5294.6,0.0
0925-VYDLG,1.0,Femenino,0,0,0,3,1,Yes,Fibra Óptica,No,No,No,No,No,No,Mensual,0,Cheque Electrónico,75.25,2.5083333333333333,242.0,0.0
0927-CNGRH,0.0,Masculino,0,0,1,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,19.55,0.6516666666666667,19.55,0.0
0927-LCSMG,1.0,Masculino,0,0,0,7,1,No,Fibra Óptica,No,No,Yes,No,No,No,Mensual,0,Cheque por Correo,74.65,2.4883333333333337,544.55,0.0
0928-JMXNP,0.0,Masculino,1,1,0,4,0,No phone service,DSL,No,No,Yes,No,No,No,Mensual,1,Cheque Electrónico,29.9,0.9966666666666666,118.25,0.0
0928-XUTSN,0.0,Femenino,0,0,0,13,1,No,Fibra Óptica,No,No,No,No,No,Yes,Mensual,1,Cheque Electrónico,80.5,2.683333333333333,1011.8,0.0
0929-HYQEW,0.0,Masculino,0,0,0,3,1,No,DSL,Yes,No,No,No,No,No,Mensual,1,Cheque por Correo,50.15,1.6716666666666666,160.85,0.0
0929-PECLO,0.0,Femenino,1,0,0,63,1,Yes,Fibra Óptica,No,No,Yes,No,No,Yes,Mensual,1,Transferencia Bancaria,89.6,2.9866666666666664,5538.8,0.0
0930-EHUZA,0.0,Femenino,0,0,0,36,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Anual,1,Cheque por Correo,76.35,2.545,2606.35,0.0
0931-MHTEM,0.0,Femenino,0,0,0,54,1,No,Fibra Óptica,Yes,Yes,No,No,Yes,Yes,Anual,1,Tarjeta de Crédito,100.05,3.335,5299.65,0.0
0932-YIXYU,0.0,Femenino,0,0,0,47,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,20.25,0.675,1029.8,0.0
0936-NQLJU,0.0,Femenino,0,1,0,41,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,20.65,0.6883333333333332,875.55,0.0
0939-EREMR,0.0,Femenino,0,0,1,13,1,No,DSL,No,No,Yes,Yes,No,No,Mensual,0,Cheque por Correo,53.45,1.7816666666666667,718.1,0.0
0939-YAPAF,1.0,Femenino,0,0,0,35,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,100.25,3.341666666666667,3527.6,0.0
0940-OUQEC,1.0,Masculino,0,0,0,10,1,Yes,Fibra Óptica,No,Yes,No,No,No,No,Mensual,1,Transferencia Bancaria,80.7,2.69,788.8,0.0
0942-KOWSM,0.0,Femenino,0,1,1,30,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Bienal,0,Transferencia Bancaria,80.8,2.6933333333333334,2369.3,0.0
0943-ZQPXH,0.0,Masculino,0,1,1,44,1,No,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Transferencia Bancaria,92.95,3.0983333333333336,4122.9,0.0
0945-TSONX,0.0,Femenino,0,1,1,47,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Bienal,1,Tarjeta de Crédito,85.3,2.8433333333333333,4107.25,0.0
0946-CLJTI,1.0,Masculino,1,1,0,58,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,98.7,3.29,5812.6,0.0
0946-FKYTX,0.0,Masculino,0,0,0,52,0,No phone service,DSL,No,Yes,No,No,No,No,Anual,0,Cheque por Correo,30.1,1.0033333333333334,1623.4,0.0
0947-IDHRQ,1.0,Femenino,0,0,0,7,1,No,Fibra Óptica,No,No,No,No,Yes,No,Mensual,1,Cheque por Correo,80.3,2.6766666666666667,526.7,0.0
0947-MUGVO,1.0,Masculino,1,1,0,20,1,No,Fibra Óptica,No,Yes,No,No,No,No,Mensual,1,Cheque Electrónico,73.65,2.455,1463.5,0.0
0950-TZGED,,Masculino,0,0,0,56,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,1,Transferencia Bancaria,25.95,0.865,1444.05,0.0
0952-KMEEH,1.0,Masculino,0,0,0,13,1,Yes,Fibra Óptica,Yes,No,No,No,Yes,Yes,Mensual,0,Cheque por Correo,98.15,3.271666666666667,1230.25,0.0
0953-LGOVU,0.0,Masculino,0,1,1,12,0,No phone service,DSL,No,Yes,No,Yes,No,No,Mensual,0,Cheque por Correo,35.5,1.1833333333333333,432.25,0.0
0956-ACVZC,0.0,Femenino,0,0,0,54,1,No,Fibra Óptica,No,No,Yes,No,Yes,Yes,Anual,1,Tarjeta de Crédito,94.1,3.1366666666666663,5060.9,0.0
0956-SYCWG,0.0,Femenino,0,0,0,13,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Cheque Electrónico,19.65,0.6549999999999999,244.8,0.0
0958-YHXGP,0.0,Femenino,0,0,0,7,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque por Correo,69.9,2.33,497.3,0.0
0959-WHOKV,0.0,Masculino,0,0,0,42,1,Yes,Fibra Óptica,Yes,Yes,Yes,No,No,Yes,Anual,1,Cheque Electrónico,99.0,3.3,4298.45,0.0
0960-HUWBM,0.0,Masculino,0,1,1,65,1,Yes,Fibra Óptica,No,No,Yes,Yes,Yes,Yes,Bienal,1,Transferencia Bancaria,104.1,3.4699999999999998,6700.05,0.0
0961-ZWLVI,0.0,Masculino,0,0,1,49,1,Yes,Fibra Óptica,Yes,Yes,Yes,No,Yes,Yes,Anual,1,Tarjeta de Crédito,109.2,3.64,5290.45,0.0
0962-CQPWQ,0.0,Femenino,0,1,1,62,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,20.3,0.6766666666666666,1296.15,0.0
0963-ZBDRN,1.0,Masculino,0,0,0,32,1,No,Fibra Óptica,No,No,No,Yes,Yes,Yes,Mensual,1,Cheque Electrónico,96.2,3.2066666666666666,3183.4,0.0
0967-BMLBD,0.0,Femenino,0,1,1,11,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,1,Cheque por Correo,20.0,0.6666666666666666,196.35,0.0
0968-FTNYZ,,Femenino,0,0,1,13,1,No,DSL,Yes,Yes,No,No,No,No,Mensual,1,Cheque Electrónico,56.0,1.8666666666666667,764.55,0.0
0968-GSIKN,1.0,Femenino,0,0,0,1,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque por Correo,70.8,2.36,70.8,0.0
0969-RGKCU,0.0,Masculino,0,1,1,37,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Tarjeta de Crédito,19.8,0.66,677.05,0.0
0970-ETWGE,1.0,Masculino,0,0,0,1,1,No,Fibra Óptica,No,No,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,89.55,2.985,89.55,0.0
0970-QXPXW,0.0,Femenino,0,0,0,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,19.65,0.6549999999999999,19.65,0.0
0971-QIFJK,0.0,Femenino,0,1,0,69,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,24.25,0.8083333333333333,1641.8,0.0
0973-KYVNF,0.0,Femenino,0,1,1,72,1,No,DSL,Yes,Yes,Yes,No,Yes,No,Bienal,1,Tarjeta de Crédito,70.65,2.355,5011.15,0.0
0975-UYDTX,0.0,Femenino,0,1,0,26,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Anual,1,Tarjeta de Crédito,90.1,3.003333333333333,2312.55,0.0
0975-VOOVL,0.0,Femenino,0,0,0,3,0,No phone service,DSL,No,Yes,No,No,No,No,Mensual,0,Cheque por Correo,29.2,0.9733333333333333,98.5,0.0
0979-MOZQI,0.0,Masculino,0,1,0,62,0,No phone service,DSL,No,No,No,Yes,Yes,No,Bienal,1,Transferencia Bancaria,39.0,1.3,2337.45,0.0
0979-PHULV,1.0,Masculino,0,1,1,69,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Tarjeta de Crédito,99.45,3.315,7007.6,0.0
0980-FEXWF,0.0,Masculino,0,1,1,26,1,No,DSL,No,No,Yes,No,No,No,Anual,0,Cheque por Correo,50.35,1.6783333333333335,1285.8,0.0
0980-PVMRC,0.0,Femenino,0,1,1,40,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,50.85,1.695,2036.55,0.0
0983-TATYJ,0.0,Femenino,0,1,0,33,1,No,DSL,No,No,No,Yes,No,No,Anual,1,Cheque por Correo,51.45,1.715,1758.9,0.0
0988-AADSA,0.0,Femenino,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Bienal,0,Transferencia Bancaria,80.85,2.695,5824.75,0.0
0988-JRWWP,0.0,Femenino,0,0,0,3,1,No,DSL,No,No,No,No,Yes,No,Mensual,1,Cheque Electrónico,54.2,1.8066666666666669,140.4,0.0
0991-BRRFB,1.0,Masculino,0,0,0,18,1,No,DSL,Yes,No,No,No,No,No,Mensual,0,Cheque Electrónico,49.4,1.6466666666666667,874.8,0.0
0993-OSGPT,0.0,Femenino,1,1,0,68,1,No,DSL,No,Yes,Yes,Yes,No,No,Anual,1,Transferencia Bancaria,60.65,2.0216666666666665,3975.9,0.0
0997-YTLNY,0.0,Femenino,0,0,1,19,1,No,DSL,No,No,No,Yes,No,No,Mensual,0,Cheque por Correo,48.8,1.6266666666666665,953.65,0.0
0999-QXNSA,0.0,Masculino,1,0,1,7,1,No,DSL,No,No,No,No,No,No,Mensual,1,Cheque por Correo,45.75,1.525,344.2,0.0
1000-AJSLD,1.0,Masculino,0,0,0,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Cheque por Correo,20.1,0.67,20.1,0.0
1004-NOZNR,0.0,Masculino,1,0,1,56,1,No,Fibra Óptica,Yes,No,No,No,Yes,Yes,Anual,0,Tarjeta de Crédito,94.8,3.1599999999999997,5264.3,0.0
1009-IRMNA,1.0,Femenino,0,0,0,7,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Transferencia Bancaria,20.0,0.6666666666666666,137.6,0.0
1010-DIAUQ,1.0,Masculino,0,0,0,5,1,No,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,0,Transferencia Bancaria,96.5,3.216666666666667,492.55,0.0
1013-QCWAM,0.0,Femenino,1,1,0,66,1,Yes,Fibra Óptica,No,Yes,No,No,Yes,Yes,Mensual,1,Cheque Electrónico,100.8,3.36,6690.75,0.0
1015-JPFYW,0.0,Masculino,0,0,1,7,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Cheque por Correo,19.45,0.6483333333333333,136.75,0.0
1015-OWJKI,0.0,Masculino,0,0,0,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,19.05,0.635,19.05,0.0
1016-DJTSV,0.0,Masculino,1,0,0,8,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,69.7,2.3233333333333333,572.85,0.0
1017-FBQMM,0.0,Femenino,0,1,1,62,1,Yes,Fibra Óptica,No,Yes,No,Yes,Yes,Yes,Anual,1,Tarjeta de Crédito,106.05,3.5349999999999997,6703.5,0.0
1020-JPQOW,0.0,Femenino,0,1,0,56,1,Yes,Fibra Óptica,No,Yes,Yes,Yes,No,No,Mensual,0,Cheque Electrónico,90.55,3.018333333333333,5116.6,0.0
1022-RKXDR,0.0,Femenino,0,0,0,41,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,1,Cheque por Correo,24.85,0.8283333333333334,962.25,0.0
1023-BQXZE,0.0,Masculino,0,0,0,57,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Bienal,1,Transferencia Bancaria,74.35,2.478333333333333,4317.35,0.0
1024-GUALD,1.0,Femenino,0,1,0,1,0,No phone service,DSL,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,24.8,0.8266666666666667,24.8,0.0
1024-KPRBB,0.0,Femenino,0,0,0,38,1,No,Fibra Óptica,No,No,No,No,Yes,Yes,Anual,1,Cheque por Correo,89.1,2.9699999999999998,3342.0,0.0
1024-VRZHF,1.0,Masculino,0,1,0,11,1,Yes,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,74.95,2.4983333333333335,825.7,0.0
1025-FALIX,0.0,Femenino,0,0,0,26,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Tarjeta de Crédito,69.05,2.3016666666666667,1815.65,0.0
1027-LKKQQ,0.0,Femenino,0,1,1,72,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Bienal,1,Transferencia Bancaria,80.45,2.6816666666666666,5886.85,0.0
1028-FFNJK,0.0,Masculino,1,1,0,30,1,Yes,Fibra Óptica,No,No,No,Yes,Yes,Yes,Mensual,1,Cheque Electrónico,101.5,3.3833333333333333,2917.65,0.0
1029-QFBEN,1.0,Masculino,0,0,0,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,19.55,0.6516666666666667,19.55,0.0
1031-IIDEO,1.0,Femenino,0,0,0,1,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,70.85,2.3616666666666664,70.85,0.0
1032-MAELW,0.0,Femenino,0,1,1,68,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Anual,1,Cheque Electrónico,78.45,2.615,5333.35,0.0
1035-IPQPU,0.0,Femenino,1,1,0,63,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,103.5,3.45,6479.4,0.0
1036-GUDCL,0.0,Masculino,0,1,1,60,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Mensual,1,Tarjeta de Crédito,79.05,2.635,4663.4,0.0
1038-RQOST,0.0,Masculino,0,1,1,19,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,20.6,0.6866666666666668,414.95,0.0
1038-ZAGBI,1.0,Femenino,0,1,1,12,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Transferencia Bancaria,19.8,0.66,229.6,0.0
1041-RXHRA,1.0,Femenino,0,0,0,41,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,0,Transferencia Bancaria,70.25,2.341666666666667,2868.05,0.0
1042-HFUCW,0.0,Femenino,0,0,1,25,1,No,DSL,No,Yes,No,Yes,No,No,Anual,1,Tarjeta de Crédito,54.75,1.825,1266.35,0.0
1043-UXOVO,0.0,Femenino,0,0,0,71,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,1,Tarjeta de Crédito,113.15,3.771666666666667,7993.3,0.0
1043-YCUTE,1.0,Masculino,0,1,0,56,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,1,Tarjeta de Crédito,25.15,0.8383333333333333,1327.15,0.0
1045-LTCYT,0.0,Femenino,0,1,1,8,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Tarjeta de Crédito,21.05,0.7016666666666667,139.75,0.0
1047-NNCBF,0.0,Masculino,0,0,0,20,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,0,Tarjeta de Crédito,70.55,2.3516666666666666,1493.55,0.0
1047-RNXZV,0.0,Masculino,0,0,0,43,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Cheque por Correo,19.55,0.6516666666666667,876.15,0.0
1049-FYSYG,0.0,Femenino,0,1,0,17,0,No phone service,DSL,No,Yes,Yes,No,No,No,Mensual,1,Tarjeta de Crédito,35.65,1.1883333333333332,646.05,0.0
1051-EQPZR,0.0,Femenino,0,1,1,44,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,19.6,0.6533333333333334,780.25,0.0
1051-GEJLJ,0.0,Femenino,0,0,0,2,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,19.5,0.65,27.55,0.0
1052-QJIBV,0.0,Femenino,0,1,1,71,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,19.9,0.6633333333333333,1397.3,0.0
1053-MXTTK,0.0,Femenino,0,1,1,72,1,No,Fibra Óptica,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,1,Transferencia Bancaria,108.65,3.621666666666667,7726.35,0.0
1057-FOGLZ,0.0,Femenino,0,0,0,18,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,19.65,0.6549999999999999,391.7,0.0
1058-CIYUA,,Femenino,1,1,0,52,1,Yes,Fibra Óptica,No,Yes,Yes,No,Yes,Yes,Anual,1,Cheque Electrónico,106.5,3.55,5621.85,0.0
1060-ENTOF,0.0,Femenino,1,1,0,67,1,Yes,Fibra Óptica,Yes,Yes,Yes,Yes,No,Yes,Anual,1,Tarjeta de Crédito,105.4,3.5133333333333336,7035.6,0.0
1061-PNTHC,0.0,Femenino,0,1,1,56,1,Yes,Fibra Óptica,Yes,No,Yes,Yes,Yes,Yes,Mensual,1,Cheque por Correo,109.6,3.6533333333333333,5953.0,0.0
1062-LHZOD,1.0,Masculino,0,1,1,1,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque por Correo,69.9,2.33,69.9,0.0
1063-DHQJF,0.0,Masculino,0,1,1,69,1,No,Fibra Óptica,No,Yes,No,Yes,Yes,No,Bienal,1,Cheque por Correo,92.15,3.0716666666666668,6480.9,0.0
1064-FBXNK,0.0,Masculino,0,1,1,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Tarjeta de Crédito,19.85,0.6616666666666667,19.85,0.0
1066-JKSGK,1.0,Masculino,0,0,0,1,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,0,Cheque por Correo,20.15,0.6716666666666666,20.15,0.0
1069-QJOEE,0.0,Masculino,0,1,1,25,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Cheque Electrónico,19.9,0.6633333333333333,505.45,0.0
1069-XAIEM,1.0,Femenino,1,0,0,1,1,Yes,Fibra Óptica,No,No,No,No,No,Yes,Mensual,1,Cheque Electrónico,85.05,2.835,85.05,0.0
1073-XXCZD,0.0,Masculino,0,1,0,55,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,25.7,0.8566666666666667,1443.65,0.0
1074-AMIOH,0.0,Femenino,0,1,1,53,1,No,Fibra Óptica,No,Yes,Yes,Yes,Yes,Yes,Mensual,1,Transferencia Bancaria,108.25,3.6083333333333334,5935.1,0.0
1074-WVEVG,0.0,Femenino,0,1,0,59,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,0,Cheque por Correo,20.35,0.6783333333333333,1267.0,0.0
1075-BGWOH,1.0,Masculino,1,1,0,16,1,Yes,Fibra Óptica,No,No,Yes,No,Yes,Yes,Mensual,1,Cheque Electrónico,98.75,3.2916666666666665,1587.55,0.0
1077-HUUJM,0.0,Femenino,0,0,1,7,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque Electrónico,71.05,2.368333333333333,472.65,0.0
1078-TDCRN,0.0,Femenino,1,1,0,3,0,No phone service,DSL,No,Yes,No,No,No,No,Mensual,1,Cheque Electrónico,30.75,1.025,82.85,0.0
1080-BWSYE,0.0,Masculino,1,1,0,64,1,Yes,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Tarjeta de Crédito,25.65,0.855,1740.8,0.0
1084-MNSMJ,0.0,Femenino,0,1,1,51,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bienal,0,Tarjeta de Crédito,85.5,2.85,4421.95,0.0
1084-UQCHV,1.0,Masculino,0,0,1,1,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,0,Transferencia Bancaria,69.75,2.325,69.75,0.0
1085-LDWAM,0.0,Femenino,0,1,1,69,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Anual,1,Tarjeta de Crédito,20.35,0.6783333333333333,1442.65,0.0
1086-LXKFY,1.0,Femenino,0,1,1,1,1,No,Fibra Óptica,No,No,No,No,No,No,Mensual,1,Cheque por Correo,69.1,2.3033333333333332,69.1,0.0
1087-GRUYI,0.0,Masculino,0,1,0,38,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Bienal,0,Transferencia Bancaria,20.4,0.6799999999999999,743.5,0.0
1087-UDSIH,1.0,Femenino,0,0,0,3,1,No,No,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Sin Internet,Mensual,1,Cheque por Correo,19.6,0.6533333333333334,59.75,0.0
1088-AUUZZ,0.0,Masculino,0,1,1,56,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Bienal,1,Tarjeta de Crédito,75.85,2.5283333333333333,4261.2,0.0
